feedback_id,user_id,raw_text,channel,aspect_category,urgency_score,label,timestamp
10803,270,Fast shipping and nice packaging.,Twitter,Product Quality,0.3531,1,2026-08-31 19:01:33
10804,714,Customer support resolved my billing issue in 5 minutes.,Web Review,Shipping Delay,0.2136,1,2026-08-27 20:38:33
10805,522,"Great quality product, highly recommended!",Web Review,General Praise,0.3379,1,2026-08-28 05:42:33
10806,663,Customer support resolved my billing issue in 5 minutes.,Email Support,Shipping Delay,0.15,1,2026-09-03 02:33:33
10807,135,Fast shipping and nice packaging.,Email Support,Product Quality,0.0001,1,2026-08-14 06:13:33
10808,327,"Great quality product, highly recommended!",Twitter,Shipping Delay,0.0026,1,2026-08-14 12:07:33
10809,623,"Great quality product, highly recommended!",Call Center Note,Product Quality,0.3676,1,2026-09-08 12:46:33
10810,259,App keeps crashing during checkout payment step!,Twitter,Shipping Delay,0.7841,0,2026-08-30 05:22:33
10811,930,Customer support resolved my billing issue in 5 minutes.,Email Support,Billing Defect,0.0932,1,2026-09-08 11:32:33
10812,840,"Double charged on my credit card, fix this immediately!",Email Support,UI Ergonomics,0.8937,0,2026-08-21 09:16:33
10813,407,Love the new design update! Very smooth.,Mobile App,General Praise,0.2381,1,2026-09-08 17:52:33
10814,442,App keeps crashing during checkout payment step!,Email Support,UI Ergonomics,0.9687,0,2026-09-01 11:22:33
10815,332,Love the new design update! Very smooth.,Call Center Note,Billing Defect,0.3479,1,2026-09-11 08:47:33
10816,636,Fast shipping and nice packaging.,Mobile App,Shipping Delay,0.0217,1,2026-09-07 02:09:33
10817,326,"Great quality product, highly recommended!",Twitter,Billing Defect,0.201,1,2026-08-31 09:32:33
10818,396,Love the new design update! Very smooth.,Web Review,App Crash,0.0888,1,2026-08-19 12:48:33
10819,150,System latency is terrible after the latest update.,Call Center Note,UI Ergonomics,0.8286,0,2026-08-25 11:11:33
10820,814,"Major outage across the platform, unable to log in.",Twitter,App Crash,0.7738,0,2026-09-04 09:42:33
10821,685,Fast shipping and nice packaging.,Twitter,Product Quality,0.1581,1,2026-09-10 13:14:33
10822,372,Customer support resolved my billing issue in 5 minutes.,Web Review,Shipping Delay,0.0969,1,2026-09-08 17:34:33
10823,456,System latency is terrible after the latest update.,Twitter,Shipping Delay,0.7694,0,2026-08-29 04:43:33
10824,273,Love the new design update! Very smooth.,Email Support,Product Quality,0.3079,1,2026-09-02 15:25:33
10825,937,Fast shipping and nice packaging.,Twitter,App Crash,0.018,1,2026-08-30 12:43:33
10826,155,App keeps crashing during checkout payment step!,Twitter,Product Quality,0.6449,0,2026-08-20 05:43:33
10827,810,"Great quality product, highly recommended!",Mobile App,Shipping Delay,0.0055,1,2026-09-03 00:00:33
10828,650,"Great quality product, highly recommended!",Twitter,App Crash,0.0836,1,2026-09-07 09:15:33
10829,737,"Great quality product, highly recommended!",Twitter,General Praise,0.2195,1,2026-08-14 08:30:33
10830,274,"Major outage across the platform, unable to log in.",Mobile App,Shipping Delay,0.6174,0,2026-08-22 15:37:33
10831,770,"Great quality product, highly recommended!",Mobile App,Billing Defect,0.0212,1,2026-08-31 04:55:33
10832,119,"Great quality product, highly recommended!",Email Support,General Praise,0.3457,1,2026-08-31 02:36:33
10833,826,System latency is terrible after the latest update.,Mobile App,Shipping Delay,0.8034,0,2026-09-04 13:47:33
10834,612,Love the new design update! Very smooth.,Web Review,Product Quality,0.0746,1,2026-08-14 11:53:33
10835,601,"Major outage across the platform, unable to log in.",Web Review,General Praise,0.722,0,2026-08-20 15:54:33
10836,409,Package arrived damaged and customer support is ignoring my emails.,Twitter,Product Quality,0.7422,0,2026-08-26 01:44:33
10837,934,"Great quality product, highly recommended!",Mobile App,Product Quality,0.3515,1,2026-08-26 06:27:33
10838,772,Package arrived damaged and customer support is ignoring my emails.,Twitter,Billing Defect,0.9589,0,2026-08-30 21:53:33
10839,686,Customer support resolved my billing issue in 5 minutes.,Twitter,UI Ergonomics,0.1669,1,2026-08-27 17:37:33
10840,234,"Great quality product, highly recommended!",Twitter,General Praise,0.1797,1,2026-08-19 19:46:33
10841,416,Customer support resolved my billing issue in 5 minutes.,Call Center Note,App Crash,0.345,1,2026-09-02 02:09:33
10842,678,Customer support resolved my billing issue in 5 minutes.,Twitter,Shipping Delay,0.2625,1,2026-08-16 14:29:33
10843,959,Love the new design update! Very smooth.,Twitter,General Praise,0.0737,1,2026-08-14 20:37:33
10844,410,Fast shipping and nice packaging.,Web Review,General Praise,0.3845,1,2026-09-11 12:01:33
10845,292,"Great quality product, highly recommended!",Mobile App,App Crash,0.0608,1,2026-08-21 22:12:33
10846,720,"Major outage across the platform, unable to log in.",Call Center Note,Product Quality,0.8468,0,2026-08-24 00:38:33
10847,467,Customer support resolved my billing issue in 5 minutes.,Mobile App,General Praise,0.275,1,2026-09-04 04:59:33
10848,765,"Major outage across the platform, unable to log in.",Email Support,App Crash,0.7875,0,2026-08-31 03:37:33
10849,331,Customer support resolved my billing issue in 5 minutes.,Mobile App,UI Ergonomics,0.0655,1,2026-08-14 04:48:33
10850,787,Fast shipping and nice packaging.,Twitter,App Crash,0.089,1,2026-08-16 12:39:33
10851,601,System latency is terrible after the latest update.,Email Support,UI Ergonomics,0.9469,0,2026-08-24 17:58:33
10852,944,Love the new design update! Very smooth.,Web Review,General Praise,0.2432,1,2026-08-27 18:11:33
10853,637,"Major outage across the platform, unable to log in.",Mobile App,Product Quality,0.8375,0,2026-08-18 11:49:33
10854,351,Love the new design update! Very smooth.,Call Center Note,Product Quality,0.3511,1,2026-08-31 12:31:33
10855,628,Love the new design update! Very smooth.,Mobile App,App Crash,0.2231,1,2026-08-26 18:27:33
10856,392,"Great quality product, highly recommended!",Web Review,App Crash,0.3095,1,2026-09-01 17:51:33
10857,245,App keeps crashing during checkout payment step!,Web Review,General Praise,0.876,0,2026-09-03 01:47:33
10858,897,"Major outage across the platform, unable to log in.",Call Center Note,General Praise,0.6453,0,2026-09-07 09:14:33
10859,125,System latency is terrible after the latest update.,Twitter,UI Ergonomics,0.7294,0,2026-09-09 09:11:33
10860,192,Customer support resolved my billing issue in 5 minutes.,Email Support,Shipping Delay,0.353,1,2026-09-12 00:50:33
10861,226,Customer support resolved my billing issue in 5 minutes.,Mobile App,Billing Defect,0.2873,1,2026-09-02 23:16:33
10862,493,Love the new design update! Very smooth.,Call Center Note,Product Quality,0.2095,1,2026-08-20 19:04:33
10863,274,System latency is terrible after the latest update.,Email Support,Product Quality,0.6176,0,2026-08-20 08:21:33
10864,829,"Double charged on my credit card, fix this immediately!",Mobile App,UI Ergonomics,0.6715,0,2026-08-27 12:54:33
10865,285,System latency is terrible after the latest update.,Mobile App,App Crash,0.7155,0,2026-08-22 17:59:33
10866,609,Package arrived damaged and customer support is ignoring my emails.,Web Review,Product Quality,0.6049,0,2026-08-13 18:41:33
10867,702,Fast shipping and nice packaging.,Web Review,UI Ergonomics,0.0952,1,2026-09-01 04:24:33
10868,660,Love the new design update! Very smooth.,Email Support,Product Quality,0.0979,1,2026-09-11 03:03:33
10869,251,Customer support resolved my billing issue in 5 minutes.,Mobile App,General Praise,0.0196,1,2026-08-29 09:38:33
10870,958,App keeps crashing during checkout payment step!,Call Center Note,Shipping Delay,0.8668,0,2026-08-28 14:04:33
10871,282,Love the new design update! Very smooth.,Twitter,General Praise,0.0436,1,2026-08-26 11:02:33
10872,867,Customer support resolved my billing issue in 5 minutes.,Call Center Note,Shipping Delay,0.3865,1,2026-08-15 03:33:33
10873,488,Package arrived damaged and customer support is ignoring my emails.,Mobile App,UI Ergonomics,0.7291,0,2026-09-07 13:40:33
10874,811,System latency is terrible after the latest update.,Email Support,Shipping Delay,0.6538,0,2026-09-06 12:05:33
10875,726,Customer support resolved my billing issue in 5 minutes.,Mobile App,Billing Defect,0.2783,1,2026-09-08 12:30:33
10876,805,Love the new design update! Very smooth.,Call Center Note,General Praise,0.1935,1,2026-08-26 14:06:33
10877,688,"Great quality product, highly recommended!",Call Center Note,Shipping Delay,0.1039,1,2026-08-19 10:05:33
10878,747,Fast shipping and nice packaging.,Web Review,UI Ergonomics,0.2079,1,2026-08-21 16:55:33
10879,298,Customer support resolved my billing issue in 5 minutes.,Mobile App,Billing Defect,0.2834,1,2026-08-14 14:36:33
10880,312,Love the new design update! Very smooth.,Call Center Note,UI Ergonomics,0.295,1,2026-09-01 08:39:33
10881,752,Package arrived damaged and customer support is ignoring my emails.,Twitter,Billing Defect,0.8242,0,2026-09-11 16:08:33
10882,169,Package arrived damaged and customer support is ignoring my emails.,Email Support,Shipping Delay,0.7018,0,2026-09-05 13:51:33
10883,441,Love the new design update! Very smooth.,Email Support,UI Ergonomics,0.0455,1,2026-09-08 09:49:33
10884,298,Love the new design update! Very smooth.,Email Support,Shipping Delay,0.3328,1,2026-09-04 07:43:33
10885,593,Love the new design update! Very smooth.,Twitter,General Praise,0.2583,1,2026-09-03 11:32:33
10886,933,"Great quality product, highly recommended!",Web Review,General Praise,0.185,1,2026-08-16 01:36:33
10887,794,"Great quality product, highly recommended!",Email Support,Product Quality,0.226,1,2026-09-06 21:44:33
10888,918,"Major outage across the platform, unable to log in.",Email Support,Billing Defect,0.8742,0,2026-08-20 07:29:33
10889,484,App keeps crashing during checkout payment step!,Call Center Note,App Crash,0.7357,0,2026-09-08 12:04:33
10890,985,Customer support resolved my billing issue in 5 minutes.,Email Support,General Praise,0.2381,1,2026-08-27 19:56:33
10891,608,"Great quality product, highly recommended!",Twitter,Shipping Delay,0.1655,1,2026-09-03 02:01:33
10892,409,"Great quality product, highly recommended!",Twitter,Billing Defect,0.0865,1,2026-08-30 13:09:33
10893,554,Customer support resolved my billing issue in 5 minutes.,Call Center Note,Billing Defect,0.3653,1,2026-09-04 11:36:33
10894,595,Customer support resolved my billing issue in 5 minutes.,Call Center Note,Shipping Delay,0.0761,1,2026-08-28 09:57:33
10895,628,App keeps crashing during checkout payment step!,Twitter,App Crash,0.9289,0,2026-08-15 04:20:33
10896,145,Love the new design update! Very smooth.,Call Center Note,Billing Defect,0.0016,1,2026-08-28 16:27:33
10897,884,Love the new design update! Very smooth.,Email Support,Billing Defect,0.0412,1,2026-09-08 19:15:33
10898,297,Customer support resolved my billing issue in 5 minutes.,Email Support,Shipping Delay,0.1284,1,2026-09-06 17:48:33
10899,379,System latency is terrible after the latest update.,Twitter,App Crash,0.8684,0,2026-08-25 23:18:33
10900,204,"Major outage across the platform, unable to log in.",Twitter,Product Quality,0.8239,0,2026-08-29 11:03:33
10901,821,"Great quality product, highly recommended!",Email Support,Product Quality,0.0566,1,2026-08-24 15:49:33
10902,446,Package arrived damaged and customer support is ignoring my emails.,Call Center Note,UI Ergonomics,0.8453,0,2026-08-15 19:49:33
10903,151,System latency is terrible after the latest update.,Mobile App,UI Ergonomics,0.9613,0,2026-08-15 23:10:33
10904,710,System latency is terrible after the latest update.,Call Center Note,General Praise,0.6716,0,2026-09-02 19:23:33
10905,302,"Great quality product, highly recommended!",Call Center Note,Billing Defect,0.1329,1,2026-09-03 17:04:33
10906,815,Love the new design update! Very smooth.,Web Review,Billing Defect,0.3251,1,2026-09-03 06:02:33
10907,329,System latency is terrible after the latest update.,Twitter,Product Quality,0.7882,0,2026-08-25 06:16:33
10908,781,Fast shipping and nice packaging.,Email Support,Shipping Delay,0.0733,1,2026-09-03 03:31:33
10909,459,Love the new design update! Very smooth.,Web Review,UI Ergonomics,0.1901,1,2026-08-21 06:58:33
10910,230,Package arrived damaged and customer support is ignoring my emails.,Call Center Note,Billing Defect,0.8418,0,2026-08-31 23:32:33
10911,765,Love the new design update! Very smooth.,Mobile App,Shipping Delay,0.1303,1,2026-09-06 18:19:33
10912,349,Fast shipping and nice packaging.,Call Center Note,App Crash,0.0954,1,2026-09-04 11:17:33
10913,810,Package arrived damaged and customer support is ignoring my emails.,Call Center Note,UI Ergonomics,0.6833,0,2026-09-02 07:56:33
10914,341,"Great quality product, highly recommended!",Twitter,General Praise,0.2178,1,2026-08-17 01:29:33
10915,710,Fast shipping and nice packaging.,Web Review,Shipping Delay,0.0457,1,2026-09-07 18:43:33
10916,515,System latency is terrible after the latest update.,Mobile App,Product Quality,0.6705,0,2026-08-18 11:11:33
10917,760,Fast shipping and nice packaging.,Mobile App,Billing Defect,0.131,1,2026-08-23 10:06:33
10918,776,Love the new design update! Very smooth.,Twitter,UI Ergonomics,0.3028,1,2026-09-06 16:41:33
10919,300,"Major outage across the platform, unable to log in.",Twitter,General Praise,0.8312,0,2026-08-27 22:13:33
10920,545,Package arrived damaged and customer support is ignoring my emails.,Email Support,Billing Defect,0.9674,0,2026-09-09 00:54:33
10921,230,"Major outage across the platform, unable to log in.",Email Support,Billing Defect,0.7617,0,2026-08-30 07:42:33
10922,673,Love the new design update! Very smooth.,Email Support,Billing Defect,0.0003,1,2026-08-26 08:39:33
10923,704,Customer support resolved my billing issue in 5 minutes.,Web Review,General Praise,0.1727,1,2026-08-27 23:53:33
10924,658,Fast shipping and nice packaging.,Twitter,General Praise,0.1526,1,2026-08-21 09:49:33
10925,963,Customer support resolved my billing issue in 5 minutes.,Email Support,UI Ergonomics,0.2222,1,2026-08-20 12:55:33
10926,173,"Double charged on my credit card, fix this immediately!",Mobile App,App Crash,0.6537,0,2026-09-04 16:01:33
10927,757,Customer support resolved my billing issue in 5 minutes.,Web Review,UI Ergonomics,0.0339,1,2026-09-10 00:36:33
10928,534,Customer support resolved my billing issue in 5 minutes.,Call Center Note,UI Ergonomics,0.1818,1,2026-08-31 00:37:33
10929,107,"Double charged on my credit card, fix this immediately!",Call Center Note,UI Ergonomics,0.7699,0,2026-08-24 07:00:33
10930,659,"Great quality product, highly recommended!",Call Center Note,Shipping Delay,0.1643,1,2026-08-15 00:57:33
10931,215,Fast shipping and nice packaging.,Call Center Note,UI Ergonomics,0.282,1,2026-08-17 03:52:33
10932,868,"Major outage across the platform, unable to log in.",Email Support,UI Ergonomics,0.9934,0,2026-09-06 01:03:33
10933,583,"Major outage across the platform, unable to log in.",Mobile App,General Praise,0.6354,0,2026-09-11 08:34:33
10934,451,"Great quality product, highly recommended!",Call Center Note,Billing Defect,0.2452,1,2026-09-03 20:32:33
10935,439,Fast shipping and nice packaging.,Web Review,Shipping Delay,0.2296,1,2026-08-26 22:13:33
10936,711,App keeps crashing during checkout payment step!,Email Support,General Praise,0.878,0,2026-09-08 04:08:33
10937,686,System latency is terrible after the latest update.,Mobile App,General Praise,0.8313,0,2026-08-26 19:05:33
10938,184,Love the new design update! Very smooth.,Twitter,Product Quality,0.1147,1,2026-08-17 00:22:33
10939,730,"Great quality product, highly recommended!",Email Support,Shipping Delay,0.1008,1,2026-08-25 05:04:33
10940,705,App keeps crashing during checkout payment step!,Twitter,General Praise,0.8415,0,2026-09-02 20:16:33
10941,817,"Double charged on my credit card, fix this immediately!",Twitter,UI Ergonomics,0.7045,0,2026-08-21 17:54:33
10942,186,Love the new design update! Very smooth.,Twitter,Product Quality,0.1371,1,2026-08-20 12:47:33
10943,343,Fast shipping and nice packaging.,Web Review,General Praise,0.3081,1,2026-09-11 12:49:33
10944,453,"Major outage across the platform, unable to log in.",Mobile App,General Praise,0.8937,0,2026-08-25 13:12:33
10945,575,Love the new design update! Very smooth.,Web Review,UI Ergonomics,0.021,1,2026-08-27 05:35:33
10946,822,Customer support resolved my billing issue in 5 minutes.,Web Review,UI Ergonomics,0.1519,1,2026-08-25 11:16:33
10947,916,System latency is terrible after the latest update.,Web Review,UI Ergonomics,0.6047,0,2026-08-27 21:13:33
10948,644,Love the new design update! Very smooth.,Email Support,UI Ergonomics,0.0389,1,2026-09-10 07:13:33
10949,373,"Great quality product, highly recommended!",Mobile App,Shipping Delay,0.134,1,2026-09-12 07:08:33
10950,867,Fast shipping and nice packaging.,Twitter,General Praise,0.3093,1,2026-09-09 07:27:33
10951,284,"Great quality product, highly recommended!",Email Support,Product Quality,0.2711,1,2026-08-13 23:58:33
10952,200,Love the new design update! Very smooth.,Call Center Note,Billing Defect,0.0048,1,2026-09-02 19:30:33
10953,134,Package arrived damaged and customer support is ignoring my emails.,Mobile App,Product Quality,0.7008,0,2026-08-17 16:50:33
10954,955,"Major outage across the platform, unable to log in.",Twitter,Product Quality,0.8626,0,2026-09-11 13:22:33
10955,719,App keeps crashing during checkout payment step!,Twitter,UI Ergonomics,0.6346,0,2026-09-12 09:22:33
10956,812,Customer support resolved my billing issue in 5 minutes.,Twitter,Shipping Delay,0.3584,1,2026-08-26 22:09:33
10957,383,Love the new design update! Very smooth.,Web Review,General Praise,0.2555,1,2026-08-28 05:39:33
10958,163,App keeps crashing during checkout payment step!,Web Review,UI Ergonomics,0.7109,0,2026-08-28 15:45:33
10959,371,"Great quality product, highly recommended!",Twitter,UI Ergonomics,0.3822,1,2026-08-16 16:13:33
10960,282,Customer support resolved my billing issue in 5 minutes.,Web Review,Billing Defect,0.2441,1,2026-08-20 01:33:33
10961,758,Fast shipping and nice packaging.,Mobile App,UI Ergonomics,0.0874,1,2026-08-25 07:18:33
10962,845,App keeps crashing during checkout payment step!,Email Support,UI Ergonomics,0.6282,0,2026-08-14 08:54:33
10963,100,Customer support resolved my billing issue in 5 minutes.,Mobile App,General Praise,0.2611,1,2026-08-31 06:55:33
10964,688,Package arrived damaged and customer support is ignoring my emails.,Mobile App,Product Quality,0.9618,0,2026-09-04 20:22:33
10965,899,Fast shipping and nice packaging.,Mobile App,Product Quality,0.3376,1,2026-08-23 19:06:33
10966,648,System latency is terrible after the latest update.,Email Support,Shipping Delay,0.6485,0,2026-08-27 07:11:33
10967,973,Love the new design update! Very smooth.,Email Support,Billing Defect,0.1461,1,2026-09-03 10:27:33
10968,280,"Great quality product, highly recommended!",Call Center Note,Billing Defect,0.2591,1,2026-08-31 00:01:33
10969,209,"Great quality product, highly recommended!",Email Support,UI Ergonomics,0.2784,1,2026-08-17 09:06:33
10970,243,Fast shipping and nice packaging.,Mobile App,App Crash,0.2941,1,2026-08-14 16:07:33
10971,164,Customer support resolved my billing issue in 5 minutes.,Call Center Note,General Praise,0.1957,1,2026-08-27 12:32:33
10972,116,Fast shipping and nice packaging.,Mobile App,Shipping Delay,0.3866,1,2026-08-16 01:38:33
10973,316,App keeps crashing during checkout payment step!,Call Center Note,UI Ergonomics,0.7622,0,2026-09-06 22:29:33
10974,173,"Major outage across the platform, unable to log in.",Mobile App,General Praise,0.6932,0,2026-08-19 23:04:33
10975,733,Love the new design update! Very smooth.,Mobile App,App Crash,0.1885,1,2026-09-12 01:03:33
10976,414,"Double charged on my credit card, fix this immediately!",Mobile App,UI Ergonomics,0.8531,0,2026-09-10 08:02:33
10977,937,"Major outage across the platform, unable to log in.",Mobile App,Billing Defect,0.6256,0,2026-09-05 03:25:33
10978,307,Customer support resolved my billing issue in 5 minutes.,Web Review,Shipping Delay,0.0252,1,2026-08-31 19:31:33
10979,429,"Major outage across the platform, unable to log in.",Twitter,Billing Defect,0.8184,0,2026-09-09 12:13:33
10980,244,App keeps crashing during checkout payment step!,Web Review,App Crash,0.6483,0,2026-08-30 08:28:33
10981,695,Fast shipping and nice packaging.,Mobile App,App Crash,0.0975,1,2026-08-18 01:36:33
10982,116,Fast shipping and nice packaging.,Web Review,Billing Defect,0.3111,1,2026-08-13 19:21:33
10983,707,App keeps crashing during checkout payment step!,Email Support,UI Ergonomics,0.8827,0,2026-09-04 04:20:33
10984,377,Customer support resolved my billing issue in 5 minutes.,Call Center Note,UI Ergonomics,0.0572,1,2026-09-01 06:27:33
10985,138,"Double charged on my credit card, fix this immediately!",Call Center Note,App Crash,0.8442,0,2026-09-05 06:25:33
10986,901,Love the new design update! Very smooth.,Email Support,Shipping Delay,0.2509,1,2026-09-01 13:50:33
10987,642,"Double charged on my credit card, fix this immediately!",Mobile App,Product Quality,0.6768,0,2026-08-29 23:42:33
10988,741,Customer support resolved my billing issue in 5 minutes.,Twitter,Shipping Delay,0.1857,1,2026-08-15 22:22:33
10989,585,"Double charged on my credit card, fix this immediately!",Web Review,App Crash,0.8741,0,2026-08-20 18:55:33
10990,472,Love the new design update! Very smooth.,Email Support,App Crash,0.0216,1,2026-09-02 07:11:33
10991,876,"Major outage across the platform, unable to log in.",Web Review,Billing Defect,0.9221,0,2026-08-18 06:28:33
10992,129,Customer support resolved my billing issue in 5 minutes.,Web Review,Product Quality,0.0632,1,2026-08-18 19:11:33
10993,706,"Double charged on my credit card, fix this immediately!",Call Center Note,Shipping Delay,0.8886,0,2026-09-01 14:08:33
10994,212,Package arrived damaged and customer support is ignoring my emails.,Email Support,App Crash,0.692,0,2026-08-17 23:31:33
10995,484,System latency is terrible after the latest update.,Twitter,Billing Defect,0.948,0,2026-09-03 22:51:33
10996,248,Love the new design update! Very smooth.,Twitter,Product Quality,0.3562,1,2026-09-03 05:23:33
10997,837,Package arrived damaged and customer support is ignoring my emails.,Twitter,General Praise,0.6546,0,2026-08-29 20:05:33
10998,132,Customer support resolved my billing issue in 5 minutes.,Call Center Note,Billing Defect,0.1344,1,2026-08-26 06:54:33
10999,275,System latency is terrible after the latest update.,Email Support,App Crash,0.7834,0,2026-08-26 22:48:33
11000,666,Customer support resolved my billing issue in 5 minutes.,Twitter,Billing Defect,0.2312,1,2026-09-01 06:05:33
11001,321,Fast shipping and nice packaging.,Call Center Note,UI Ergonomics,0.3449,1,2026-09-03 13:52:33
11002,352,System latency is terrible after the latest update.,Twitter,Shipping Delay,0.8945,0,2026-09-02 06:43:33
11003,105,Customer support resolved my billing issue in 5 minutes.,Web Review,Billing Defect,0.3655,1,2026-08-15 08:10:33
11004,503,Love the new design update! Very smooth.,Web Review,General Praise,0.1703,1,2026-08-17 23:27:33
11005,871,Customer support resolved my billing issue in 5 minutes.,Mobile App,General Praise,0.0332,1,2026-09-01 00:33:33
11006,344,Customer support resolved my billing issue in 5 minutes.,Mobile App,Billing Defect,0.1434,1,2026-09-04 08:28:33
11007,978,Customer support resolved my billing issue in 5 minutes.,Call Center Note,General Praise,0.2813,1,2026-09-09 01:55:33
11008,241,System latency is terrible after the latest update.,Web Review,App Crash,0.7855,0,2026-08-30 09:00:33
11009,172,Love the new design update! Very smooth.,Web Review,General Praise,0.3442,1,2026-08-28 16:02:33
11010,376,"Great quality product, highly recommended!",Call Center Note,Product Quality,0.1704,1,2026-09-08 16:43:33
11011,443,Love the new design update! Very smooth.,Mobile App,Product Quality,0.2482,1,2026-08-30 01:59:33
11012,576,Love the new design update! Very smooth.,Call Center Note,Billing Defect,0.1532,1,2026-08-30 03:43:33
11013,674,"Major outage across the platform, unable to log in.",Twitter,App Crash,0.8819,0,2026-08-28 18:14:33
11014,855,App keeps crashing during checkout payment step!,Call Center Note,General Praise,0.8596,0,2026-08-23 01:34:33
11015,373,Customer support resolved my billing issue in 5 minutes.,Call Center Note,General Praise,0.1282,1,2026-09-01 18:22:33
11016,563,App keeps crashing during checkout payment step!,Web Review,Product Quality,0.7491,0,2026-09-06 11:41:33
11017,794,Fast shipping and nice packaging.,Call Center Note,Shipping Delay,0.2839,1,2026-09-03 02:05:33
11018,568,Love the new design update! Very smooth.,Mobile App,Billing Defect,0.0753,1,2026-08-31 07:08:33
11019,178,"Great quality product, highly recommended!",Mobile App,App Crash,0.3833,1,2026-08-26 01:49:33
11020,995,"Double charged on my credit card, fix this immediately!",Twitter,Product Quality,0.7985,0,2026-09-11 01:34:33
11021,654,System latency is terrible after the latest update.,Twitter,UI Ergonomics,0.9878,0,2026-08-29 07:06:33
11022,164,Love the new design update! Very smooth.,Mobile App,App Crash,0.1166,1,2026-09-06 03:58:33
11023,771,Fast shipping and nice packaging.,Email Support,UI Ergonomics,0.2315,1,2026-09-09 12:31:33
11024,680,Fast shipping and nice packaging.,Twitter,Shipping Delay,0.1832,1,2026-08-21 07:59:33
11025,395,Customer support resolved my billing issue in 5 minutes.,Mobile App,App Crash,0.1937,1,2026-08-29 14:07:33
11026,264,"Double charged on my credit card, fix this immediately!",Call Center Note,Shipping Delay,0.8475,0,2026-08-21 19:30:33
11027,219,Customer support resolved my billing issue in 5 minutes.,Mobile App,Shipping Delay,0.0645,1,2026-09-08 15:57:33
11028,310,Package arrived damaged and customer support is ignoring my emails.,Call Center Note,General Praise,0.7479,0,2026-08-15 02:18:33
11029,559,"Great quality product, highly recommended!",Call Center Note,App Crash,0.0592,1,2026-09-06 19:17:33
11030,611,App keeps crashing during checkout payment step!,Twitter,UI Ergonomics,0.7618,0,2026-08-28 02:10:33
11031,439,"Major outage across the platform, unable to log in.",Email Support,UI Ergonomics,0.9902,0,2026-08-26 16:59:33
11032,846,Customer support resolved my billing issue in 5 minutes.,Web Review,Shipping Delay,0.3198,1,2026-08-18 15:05:33
11033,664,Love the new design update! Very smooth.,Mobile App,Shipping Delay,0.0558,1,2026-08-14 15:30:33
11034,194,Customer support resolved my billing issue in 5 minutes.,Email Support,Billing Defect,0.1784,1,2026-09-10 04:40:33
11035,885,Customer support resolved my billing issue in 5 minutes.,Email Support,App Crash,0.3125,1,2026-08-14 13:02:33
11036,189,System latency is terrible after the latest update.,Call Center Note,UI Ergonomics,0.8708,0,2026-08-22 08:48:33
11037,469,Love the new design update! Very smooth.,Web Review,App Crash,0.3634,1,2026-09-01 23:30:33
11038,453,Package arrived damaged and customer support is ignoring my emails.,Email Support,Shipping Delay,0.6049,0,2026-09-02 19:06:33
11039,554,Love the new design update! Very smooth.,Web Review,UI Ergonomics,0.0863,1,2026-08-26 15:40:33
11040,524,System latency is terrible after the latest update.,Twitter,Product Quality,0.8914,0,2026-09-09 17:31:33
11041,988,"Double charged on my credit card, fix this immediately!",Call Center Note,Shipping Delay,0.7213,0,2026-08-16 12:37:33
11042,519,Fast shipping and nice packaging.,Email Support,UI Ergonomics,0.0354,1,2026-08-21 11:26:33
11043,952,Customer support resolved my billing issue in 5 minutes.,Web Review,Shipping Delay,0.0797,1,2026-09-07 17:23:33
11044,411,"Great quality product, highly recommended!",Web Review,Product Quality,0.3338,1,2026-09-03 14:37:33
11045,407,App keeps crashing during checkout payment step!,Web Review,Billing Defect,0.6616,0,2026-09-12 06:33:33
11046,603,"Great quality product, highly recommended!",Twitter,Billing Defect,0.1669,1,2026-08-18 22:47:33
11047,168,Fast shipping and nice packaging.,Call Center Note,General Praise,0.3977,1,2026-08-29 23:33:33
11048,743,Fast shipping and nice packaging.,Web Review,General Praise,0.3473,1,2026-08-18 23:02:33
11049,365,"Major outage across the platform, unable to log in.",Twitter,Product Quality,0.607,0,2026-08-16 04:19:33
11050,238,System latency is terrible after the latest update.,Email Support,App Crash,0.9513,0,2026-08-15 22:11:33
11051,464,System latency is terrible after the latest update.,Mobile App,Shipping Delay,0.8545,0,2026-08-26 18:59:33
11052,884,Love the new design update! Very smooth.,Twitter,Billing Defect,0.2055,1,2026-09-09 18:25:33
11053,946,"Great quality product, highly recommended!",Email Support,Shipping Delay,0.349,1,2026-08-30 00:23:33
11054,247,"Major outage across the platform, unable to log in.",Mobile App,App Crash,0.7407,0,2026-09-06 02:23:33
11055,266,System latency is terrible after the latest update.,Mobile App,App Crash,0.7648,0,2026-08-20 13:13:33
11056,672,Customer support resolved my billing issue in 5 minutes.,Call Center Note,General Praise,0.318,1,2026-09-06 10:34:33
11057,178,Love the new design update! Very smooth.,Mobile App,App Crash,0.1669,1,2026-08-14 07:23:33
11058,242,"Great quality product, highly recommended!",Web Review,Product Quality,0.2764,1,2026-09-06 07:48:33
11059,411,"Great quality product, highly recommended!",Mobile App,General Praise,0.0689,1,2026-08-18 21:57:33
11060,414,"Double charged on my credit card, fix this immediately!",Twitter,App Crash,0.8752,0,2026-08-19 10:38:33
11061,902,Fast shipping and nice packaging.,Mobile App,Billing Defect,0.2763,1,2026-08-14 08:57:33
11062,210,Fast shipping and nice packaging.,Mobile App,General Praise,0.017,1,2026-09-05 21:16:33
