text,label
"@eviola Are you going to be onliiiiiine tomorrow?  I needz your PHP halp again. Or if @jemjabella is on, that'd be equally fab. Help meee!",1
@jedibassvampire ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh (6) can't wait for it ;D dude its only 15:19 ,1
Still no word from my host if ATM can be restored ,0
hHhaAa....it's too refreshing! ,1
Spliff DVDs and munchies ! Yay  cosy times,1
@danlopez2012 Thank you  #followfriday,1
Tomorrow is my last regular day of schoool  but then I have review day and exams...  bcfjrepwlsxjfru bedddd,0
@simply_scorpio your late honey she is going in 9 hours.. ,0
@pharazon Ah never mind.  I'm sure you had lots of fun on the way there ,1
@blatzliquor Always happy to recommend the Blatz Cave to fellow beer lovers   And yes a scurvy it is noone has spotted me on the roof yet,1
@missflipflop U go girl...cleanse youself of the negative peeps ,1
@startonomics i saw that too. why don't they just shut the site down ,0
@kittywkk Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
@Ameriicaa i miss u too ,0
Eating Mexican rice and drinking koolaid. So good. About to watch the notebook ,1
Apple just brought out umbrellas for the first 14 people in line. They are loaners and there is no logo ,0
"@JustinMGaston you seen to be so sad, why? ",0
is enjoying her days off of work..but back to work tomorrow.. ,0
Chick flick weekend fm Netflix: 1st: Kate & Leopold: pretty gd! then He's Just Not That Into You: plenty of stars but very disappointing ,0
"Testing so far today = 0. Being back in the office means more ""where are we now"" meetings and less real progress  Must be done though.",0
@FantasyParade YES. I. KNOW. ,1
At an 80''S retro prom wishing HE was here to dance with!  I'm gonna miss his great dancing 2nite  but still having a blast & a few drinks,0
@fionaryann no.  it's too cold inside my room. lol!,0
Not sure what she's gouing on- weldernes has hep me from riding ,0
@WendyMaltman Boots Meal Deal ,1
@t0ns:  nou moe... stomme banken/crisis shit :S,0
"@Jenreynolds25 Very insomniac, but B grade SciFi, Yesssss... ",1
@Monaypink  mean,0
@MayGilon Everything's great  accept it's wierd that I only follow celeberities XD,1
@JoelDrapper Glad to hear and you're very welcome. ,1
@ work...feeling super sick!  http://twitpic.com/3j2d9,0
I miss my Om Necklace.  Matt lost it.,0
@taylorswift13 we did!!! we're watching it now!! ,1
somehow finds drama with people she thinks she can trust  but will make a positive out of a negative.,0
Jennifer Aniston does Pilates almost every day. Summer is coming. Look like Jennifer. Do Pilates. ,1
@24Lakers7 Yeah I did try animalstyle...4the first time.   I'll have those again but minus grilled onions. --they put a little 2much 4me.,1
"Today is a patriots shirt day, September seems so far away, roll on new NFL season. Omg why are the Yankees losing matches so badly?? ",0
@michaelluby Send me email at ingrid @ gnip.com. Let's see if we can optimize what you have. I'm a little suspicious of the dupes issue. ,1
"@VanessaVickery Mayhem Fest, August 8, Hartford, CT - Matt V & I will be there ",1
@JJWebshows i didnt see the show. what was in the package? ,1
I really wanted to go to Super Target tonight but then a bunch of people just randomly came over to our house. ,0
@1LovelyDreamer then Walmart it is ,1
aww BGT! that's it for another year. ,0
@weshotthemoon awesome thanks! just downloadingnow ,1
"Ok now they just pulled the ending of Ocean's Twelve out the producer's *Censored*. Anyway, here's to hoping thirteen is worth my time ",1
@trevoryoung I wasn't   ...sadly.  Busy writing - deadline tomorro.w,0
@teppohudson Have a nice day!  LU,1
"Ive been to st albans, potters bar, barnet, ealing, islington, knightsbridge, Mayfair, embankment, westminster, just to name a few places ",1
Hey twiieeeenndssss! I love this weather! 74 and overcast ,1
@dealbreakers Why do you have photographers? ,0
@seetheTRUTHis must be nice ,0
I am sick of sneezing  I hope this cold goes away before my flight on Thursday,0
@meriel Yepp except yung shopping budget if ever. HAY hard :| @explosivityy Oooh you did? Lemme see the pichas!  HAHAHA link!*shall stalk*,1
@john_bruno omg. Congrats. Still kinda sad tho  but very xcitng,0
i'm so tired my stomach feels sick! wth?!  Drama exam today!! D:,0
@jacob_cameron i am good! and i miss you a little too...are you not coming back next week  XXX,0
"@megs76 thanks love!  I lost a best friend over the winter, and it was my first time being back on the lake that took him.  ",0
Finally a sunnyish day! It's been raining for a week!  How good are olives by the way ? Loving them..,0
I'm home. ,1
Just saw the first Tony Awards ad on TV! So excited ,1
@maureenjohnson maureen on screen ,1
Lady Gaga supporting Take That the nights we're there - god can it get any WORSE than that ?  Oh 3 weeks today! ;),0
"@mazzlestar Cheers M, bears for a camera seems like a great idea to me. ",1
sleep; geometry regents tomorrow!  fml. *why do i love him?*,0
Shorts.. And it's not raining.. Must be physio time.. And see what she thinks about me heading to Germany.. ,0
"@flackboy  you missed out on some excellent company though, including myself....",0
What the hell is wrong with me? Everyone has a boyfriend/girlfriend except me. i want a boyfriend so bad  i want some one ,0
@nineonefour i hope it feels better soon.  and that sucks. ,0
Had some ask me to make their site rank 1st in google for the word printing... Where do people get their information? ,0
I got up early... and I don't even have to ,0
@dougboude I feel u on that 1. It's a curse I tell ya. Talk 2 @peterbell. After his #SOTR09 talk - the man knows how 2 kill scope creep. ,1
"@CynthiaY29 No - I did ""get back on the horse"" a couple of times after the fall, but had lost all confidence. Haven't ridden for 5 years ",0
bzy with midterms :'(    . . .  wish me luck ,1
"My twitter is messed up  i gotta fix it so i´m not gonna twitter for a couple of days through the web, just through txt ",0
"@jaclyn_atl oh jesus, thank god im not there to be watching that with you. its only 8 here.. im not used to the differenceee ",0
"Is feeling like Ugh!  Guess this is my body’s way of telling me I came back to work too soon. Requesting PTO for a sick day, I need it",0
woohooo...done working out finally...actually worked out 1/2 an hour less than normal  ,0
@mattpro13 I'm jealous! I'm in Asia    Come here!,0
I want it to be 5 already ,0
learning how to twitter ,1
Was there a couple of hours & still want to go back ,1
At the mountain view MINI dealership getting an oil change. I miss @EastBayMINI ,0
@amb3r23 awwwwww u jelly ? ! Don't be ! Lol you'll be cool like me one day ,1
@jbrinkman Man... I am surprised that I didn't get any at my session. It was definitely not my best performance.  Could feel eye daggers.,1
this is so nice! i love it! thanks!! thank you so much! ,1
Gudevening/goodmorning twitter people. ,1
"revising papers.  School is almost over, praise the lord. Three more days.",0
"Haha my family are having a BBQ today, IN THE RAIN ",1
@MabelKwanAiyoh bobo..jangan marah. I never get to enjoy Fridays also cause i WORK on saturdays ,0
It's raining ,0
@jonaasbrothers I WISSH I WAS THERE ,0
and just like that...my mood is deflated ,0
@CVanceismyQueen Actor Dahling ,1
@PembsDave Builders have started-home is currently a hell hole and I'm about 2 lose power in the next hour for the afternoon  Reading time,0
going to yogurtland with the boy & fluffyy ,1
@chrismclay What do you need to know. I use the damn things many times per day ,1
Im so tired!  dont want to go to school!,0
@ANDEOOOOO_XD I know right? Dude..call me. I'm still stressinnnn ,0
wants ice cream. ,0
love my sex and the city ,1
at work ,0
@rickgalan Touch Pro 2 looks better... but how long do i wait with a phone that's falling apart and often crashing. ,0
"And my controller just died, I think that is a sign to go to bed now! Everybody have a great night ",1
"Bag's packed! Off to the Spa, this girl just needs a bit of me time! ok so it's all about me me me, but hey never said I was perfect lol! ",1
Waking up and getting ready for my route. Go Portage!  J&A,1
Getting ready for another day....can't wait to hear from Mindi on what comes next with our house.  ,1
Watching kathy griffin and drinking wine ,1
@jo_2699 That's all I have for today. ,0
Im really tired. The sun got to me! I want to take a nap but thats gonna screw me up. Noooo  gah!,0
@tbajgrow help me find a good guy like that! lol u would not be driving by urself if u came with us! Hehe jk I feel bad tho ,0
http://twitpic.com/6luzu - My own logo for DW contest. Hey is that a Granny Smith?? ,1
"Wooohooo 69 followers, ",1
Just folded bottom set to a RR he showed a pair of aces! ,0
@TamyraL Ya'll be hurting my feelings! Didnt even let nobody know! ,0
"tell me why it hurts so bad, tell me why it makes me mad. offline; ",0
"@alexissantos Great preview! Just to be clear, though, Trion has $100m in funding for three games in dev - it's not all going on HoT. ",1
@Feather1228 Ugh and I hate that I don't have caple anymore ,0
can't wait to watch Ghosts of girlfriends past later.. ,1
Ah! Sunday morning blues  and stil have to see some people i cant stand to end my weekend off. Awe,0
Im sad that my bff doesn't love me anymore ,0
"The CSS was going so well, then IE arrived at the party. Background simply won't line up, have to rethink the entire page ",0
@schel You're absolutely right! ,1
I love my little cousin  XD He puke a lot but i LOVE HIM ,1
@msmonogram It's ME!! You are missing Me ,1
Wants one of those thick fashionable belts ,0
"tired, tired and sore! twitter display pic still isnt working  xo",0
"I really can't sleep, I feel kind of anxious. ",0
figuring i might actually start bio today... but only after some bejeweled blitz  x,1
"@MissxMarisa of course I said that to Zanna too at first, then she proved me wrong..LOL! ",1
Ich folge dir quasi per Google StreetView. ,1
@lovestoner what single? ,0
here it is if you haven't seen it   http://twitpic.com/6qetd,1
@piersphoto  thanks! Hoping to see online versions of full selection soon... running later than usual i think...,1
@jonpurkis he was part of a secret society that guarded the secret ,1
@AYEJILLA & @andrewEMT suck at trying to scare people but are good at killing naps.   http://myloc.me/218m,0
@MicHELLeYEAH Did you know there is a new Michael Buble cd/dvd coming out on June 16th? ,1
i need to let off some stress no drugs included....i miss mary jane ,0
@DavidArchie crying. miss yah . lol . true.(posted many times so you`ll see if you still would not notice this.. aww for that) ,0
@KarlaTerry sorry I missed the first swim of the year ,0
@LadyChef8484 that sounds so good compared to my detox crappy food. ,0
hahah ive got ginger hair nao ,1
"listening:  all my loving, ost across the universe. yeah! this song really makes me smile ",1
@rawsammi Hope you stopped crying. At least you HAVE a bank account! All mine got closed! ,0
Finally trading in my Wrangler.  Sad but has to be done.  It's going to suck not driving her...damn transmission.,0
finals today  everything is annoying me.,0
chilling at the apartment when I should be downtown. I had an allergic reaction to the antibiotic I was on and now I have hives ,0
Heading out on a much-needed run after way too much food this morning...2 hr jog sounds about right ,1
"Is going to attempt to be a patient at the community health, something doesnt feel right in my head and I should get checked out ",0
HEADACHESSSS  ,0
"Party - Demi Lovato - i really could use a party now, guys how bout end of term party ",1
"since I got my present early, there is nothing to make my B-day special ",0
"@Fablanta Birch Beer is Root Beer, done better!  I like Boylan's the best. http://bit.ly/kv1Hj",1
@mamapigeon Yup! Liked #Wolverine a lot  Don't understand negative reviews.,1
@torehtard hahahaha me too ,0
Just got more confirmation on this dreary day. I love God. 5:15 came to fast this morning   ...dinner tonight,0
@alittledizzy sure. Will be on in a bit. ,1
"@nkangel74 deep breath, turn up The Block and all will be right with the world ",1
@Accessories_UK - hope itn stays good for you guys ... here we are definitely expecting thunder storms ,0
"@huggerfood i feel the same way, really glad that i can't have most available junk foods. angel food cake was my cake of choice though ",0
oh no... i think i'm getting the flu bug  not feeling too well.. pray hard that i wont be having runny nose by.. http://bit.ly/CSYlZ,0
@tommcfly your sooo lucky..I wanna go and sunbathe on a sunny beach..for just one day lol..im stuck in the rain  xx,0
"Maggie Dell- Velazquez is going to the vet in the morning, hurt my left leg  http://apps.facebook.com/dogbook/profile/view/6312898",0
Off for my exercise burst and manipulation shortly! ,1
ugh. Technical difficulties w/ my computer. Fan-fic on hold ,0
"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me ",0
@LisaMira so so sooo good. =D delicious om nom nom ,1
"has had a rough time, bel had chickenpox and poor honey my 9yr old bunny had to be put down. really really sad right now ",0
@noddynoddynoddy  Aww.. You attacked me on SpyMaster! (,0
I'm cold.  ,0
@AngelIbarra Im sure you're bummed bout leaving home for so long  but completely stoked for Warped at the same time haha,0
@speedyian glad to hear! Best of luck with the rest of them now! ,1
@SchofieldSarah i meant to say i did try and get some for friends but to no avail! house is pissing me off now! ,0
"@markusgiesen Yes, the escaping should work with multiple line text elements - the /* */ style comments allow specifically for it ",1
"just saw the best show on broadway HAIR!!! this production makes me want 2 be here even more, on stage, living my dream ",1
"@OliBogue Too much sport distracting me, so not very well  Ah well, at least the weather's awful so I'm not tempted to leave the house.",0
"Was going to try out my new piece, but I spent all my $ shopping and forgot to buy a slider  oh, and @S_hedy I miss your ""presents"" alredy",0
Officially procrastination!!! Moving tomorrow and not packed at all... ,0
is new to twitter ,1
Finished JavaScript debugging task  Now onto an algorithm for php - fun stuff,1
"royals just lost 1-0 with Greinke on the mound, his first loss of the season. ",0
"@CHRIS_Daughtry The video is really good, maybe y'all best one! And I think it's cool u respond to your tweets from fans ",1
@LasseStilvang Your english is exceptional! ,1
@solitaireclay07 you really know how to bring me down ,0
nothing ,1
Zane charnas sucks. I wanna see 3rd eye blind ,0
At Swanguard Stadium for the Jr Diabetes Walk fundrsiser. Volunteering at the Corp Pledge Dropoff tent. Come say hello if you're about ,1
Had vegetable rice 4 lunch which cost quite alots but still hungry.  - http://tweet.sg,0
@lisa_omar LOL im obsessed I knw! I'v alwys loved the show. But non my faves hv ever been on the Top 2. So Adam being on it is a big deal ,1
woke up feeling like balls...blah. n then I somehow bit my tongue as I was stepping out the shower!!! FML ,0
Up to 72% with raid buffs.  Om nom nom piercing shots.  ,1
"i already removed ""CNN NEWS"" in my following.. sila pumupuno sa twitter updates ko eh!! ",1
"Whole yellow tail fish, creamy mac and cheese. PassionFish. Coffee gelato-had to say no but damn that was a good taste ",0
@wakachamo 5? I have 9 left ,0
okay fine.  txt me wen ur done,0
uhhh got a reallyy bad stomach ache! mall plans canceled!! ,0
@Contendo I keep checking! ughh it should be soon  lol,0
"@brookeburke Just read your blog, Was really good  x",1
"OH, nice weather today!  YAY! #squarespace",1
@britanni10 ceejay and frank out the group now ,0
"Uploading a new video, just some random information. ",1
Now I arrived home ,1
"@Rocks4Ever ta very much, i was doing temp work anyway but it was shit, i want a stress free life ",1
"@NKAirplay That's exactly what it is...Joe issues and then, I also have Danny and Jon issues. I am a mess. ",1
in so much pain from getting my wisdom teeth out yesteday ,0
Exeter City take the lead against Lincoln! Automatic promotion is still on ,1
is snowing again! i'm moving... don't know where yet ,0
Okay that wasn't so bad! Just had to trim the yard! On my way to the vdub dealer out Waldorf! ,0
having super technical difficulties using the @mr_burnett career site. all i want to do is great work for you ,0
liked to go to the beach but we didn't ,0
@Myasis_Dragon these are street-wise house-mice! urban little shits! they are clever  traps used to work now they have got wise!,0
@bella456 You started it. ,1
about to launch my MacBook into space ,1
Come play Balloono with me  http://bit.ly/K0iEC ---- @supered86 yay don't forget to bring the staches <3,1
"@JustineAAM Hehe couldn't resist...it's so yummy! @AnneAAM Go snack on them!  Wonder if it tastes good with Milo, ran out of milk lol",1
"@Claudi82 guckst du hier interview : http://bit.ly/12o9fO  Name ist: ""This is us""!!! ",1
"@GanbareGenki that's great!  Yeah, that's what I thought, I wonder if those idiots fooled anybody yet haha ",1
Heeelllll yahhh nice comeback boys ...someeebodyysss clossaaaaaa!!  I love la,1
so i just almost fell off the bed! i went to put the laptop down and forgot i was on the edge... and went... OOOOO AIR ,0
It's Monday already?!?!?! Nnnnnnoooooooo!!!!!! ,0
studying for the rest of my life wat else is new ,0
Leaving Bangy for Good!!! Will miss this place and the friends I made here...  Keep in touch guyz!!!,1
"@kaitlynsmommy72 Knew him a little bit, friend of my brother - was at our house quite a bit, went to school with Tara too - very sad ",0
"Another one. I always feel bad when I get emails asking for cupcake lessons  For the life of me, I cant teach. And I dnt have space.",0
@ChristaGrant It was fun  At a friends house cuz you know I don't have a yard big enough for a firepit. SNIFFLE!,1
@Silverlines aaaah.. jadi tiba2 pingin butter sugar toast huhuu ,0
@jessicaheintz That's not good.   Good luck though!,0
ah i love you sweets ,1
bored much. I don't to revise  its boring,0
"@tequilasam thanks  its all good thou,im still at manchester.i think  we should paint our faces red.For Lorna the Lobster...",1
"@beannies Hey I think that's cute! And besides you don't have an accent, they do ",1
"getting ready for the cinema with my cousins, and having lunch, so bye for now. ",1
@SpringMajesty thanks 4 following ,1
"@thatgirlallison Uh, you're at the Tony's? Quit complaining! ",1
"@LadyVincira: I'm guessing he probably won't bring over ""new neighbor"" cake...neh ",0
It sucks that I miss you so much but you don't feel a thing for me anymore. I miss the way your eyes look when we kiss ,0
My throat hurts  lazying around for the night. Maybe now i'll have decent time for the sims,0
Getting some coffee before I faceplant. Guess I won't be sleeping tonight. ,1
"Even my 3"" hot boots don't make me tall enough to see the stage from back here.  I'm vertically challenged tonight.",1
"trying to finish the web, @ancaangie is the smartest part of our team and writing texts  I`m responsible of a visual part of the web ",1
Close to 1000 followers.  12 off. I love you guys.,1
@@ school...last study group sesh before i head into finals!! lets get that degreee...haha. k FOCUS! ,1
@hanwedge no  I was like 8 years old when I had it!,0
woke up early cuzz I have to learn today ,0
"@mswose hey, thanks i just know got this.. but i passed   i feel worthy now!",1
"@elanlohmann but I've only just climbed into bed, so not quite insomnia yet  laila tov!",1
I got outbid on that eBay auction ,0
@wilbossman lol yeh I saw you were playing it  Goood to hear ,1
What's everybody doing? Hope your not partying too hard  xoxo,1
"@CaliMaestro Please help me, i realny need contact with you. ",0
fucking IE 6! 2.5 hours lost making dirty patch's only for him ,0
messed up the pudding.. ewww,0
"@clover1995 So, you found me? Hehe.  I dun wanna go back to school. >.<",1
Oops! Meant to say Boston Red Sox (instead of Red Sux) and Tampa Bay Rays (instead of Devil Rays) in previous post.. Old habits ,1
@BCBerrie I am staring at my computer screen trying to look semi-awake. Its not working ,0
@mohalen haven't been.  I'll need to put it on my to-do list! ,1
hmmm at the end of the year i might be flying somewhere. who knows where it could be! more info disclosed later. maybe U.S? ,1
awww so sad about Farrah Fawcett RIP ,0
"@alanjmcgee Were we separated at birth Alan? First George Michael now Chic, I adore them too, you sir have good taste! ",1
@exotkprncss hi ,1
just went shopping with Christine ,1
I just rolled over and killed a bird...i feel absolutely horrible...i just killed someones mother! ,0
criss cross makes you jump! thnax a lot @bgouvern! ,0
"Tired, headachy, and don't wanna have a garage sale.  No use whining about it though. It has to be done.",0
@matthewkheafy That book sounds the empitome of heavy metal. Think I'm gonna have to get myself a copy. ,1
@DJEspee  awww thank u n thank u @socalvixen for the reminder good lookn out,1
At workkk. Miss you ,0
"is gunna go to bed soon, this week should be grand ",1
"@UrbanNicole hahaa, i used to have limewire, then all our comps got viruses.  so now my dad makes us pay. haha. i borrow cds.",0
"@Amberleigh_Jack One of my fave childhood books, along with The Lorax and What Do People Do All Day ",1
i cant find anything for my dad for father's day.....   ,0
@MyNC  Good Morning MyNC! ,1
happy to have wifi working again! fixed it all by meself (wow) - now i can go sit on balcony ,1
amazing party last nighttt  thanks hannahhh ,1
@tahany_h u wouldn't kno. I never wanna come with us so ull never kno ,0
Feel like shiiiiiiiiiiit ,0
... My Happiest Day Ever ... ,1
@JaydDragyn Well I think I'm going to LA and see who I can find...maybe I can I get ANL ,1
@kbmyers be around by then ,1
Fixtures out and away for 2 home matches not good ,0
@HippyDi that's sad ,0
"@justshoot Oh wow! Haha, thank you, I do have a fetish for photography and photoshoots! Love love love <3 D`you have a site? ",1
StillvSHOCKED about David Carradine ,0
i need more snapple.. ,0
"Not super important, but still wah-inducing: Where are my Akira and My Neighbor Totoro DVDs? I can't find them anywhere upstairs ",0
donuts sound like magic right about now! i need money and a car! ,0
"A guy came to fix my mininote, but it still doesn't work so he has to come back with a new part on Wednesday ",0
still no phone  x nother video comin soon x,0
out in gordon  *walks to party* haha I wish...,0
Wuz good my twiggas ,1
@annarizkalla and gehle was fuuuuun. never see you again  i'll twitter/fb you all summer haha,0
"@zownder Hahah, thanks for the Tradewinds Odyssey bump. ",1
where's tobunobuta? he promised that he'd go to LIA galaxy this afternoon and meet me but i couldn't find him ,0
"At Mill's End Cafe, enjoying the beautiful day while getting hw done. Mayan mocha is excellent. Good rec from @scribedevil's better half. ",1
"Eeee, excited for tommorrrow! Grantham here I come! Hopefully there's some nice people/familyy theree, ",1
"my journal has had quite alot of use haha, not that thats a good thing  anywaysss, finished school now, america in 3 days  yayer!",0
"@chasesterling sleep tight, I just got here to twitter and you're sleeping on me  ?",0
@jaykurtlaroa you fail  I bet they are sold out again :/,0
prank calling. ,1
"$$ <<< tried to learn some day stocks trading on Friday, but was too slow...not the best day to take a lesson.... ",0
@hay_hay88 EEEEEEEKKKKKK HP  im sooo excited when does it come out ??,1
I don't think payday is today  it would have come through at midnight right? Gah!,0
@mistynicole I miss himmmm!! ,0
All you need is love... oyeah ,1
"@killkillkill I must have missed that comment  But, I live in a strange pocket of Van Nuys now, so bag away on Sherman Oaks!",1
sat at my new desk working on new designs for cards ,1
"right, been up half an hour, hang over is not too bad. now to start my mammoth college assignment knowing that there is no beer today ",0
at work. super busy. getting a drank. upset. ,0
@bhaddad it was to die for...a Paula Deen recipe. You know how low fat that was...NOT. ,1
Caltrains late again.  Wonder if there was another suicide again?  ,0
@BabyPatches  I am tryin to get pic of her  but she is camera shy ,0
"@delta_goodrem hey delta  after moving house, a number of times, i much hate coat hangers  xxoxo",1
@ColinUdeLewis Okay that was the 2nd most original #followfriday I've seen today - thx for incl me w/lovely @miachambers who I adore ,1
oh yeah i forgot.Well we hav a chance to do it 2morrow. ,1
@namelessnicole - non-sense things .. urgh ! i'm bored ,0
Just cried myself thru 3 eps of Greys Anatomy  I'm in PMS city.,0
"Rob Pattinson back home.Good,don't want LA rubbing off on him.Hope he can walk down his streets w/o being chased.Somehow doubt it.Too bad ",0
"no swimming today, it's raining. Guess I'll get some reading done today, going to barnes and nobel for new books.",0
"Back from the vacation in lovely Budapest. Mails & chockstart at work, and on top of that I have caught a bad cold. Not my week or day ",0
Dctalk:  it doesn't work http://tinyurl.com/lde5xl,0
not another monday....  barely noticed the weekend ,0
"after watching my lip inflate of the course of 24 hours, i'm making plans to pay a visit to either an urgent care joint or walgreens... ",0
@doombox haha. Finished dinner here (we eat early hehe) So am having ice cream right now.... ,1
im still at work and really tired ,0
@ScarletLotus I know baby ,1
@treypearson happy birthday to your mother! ,1
is gonna miss james soo much ,0
@peterfacinelli Cool!  Carlisle needs to loosen up a little anyway.  ,1
I like the way you move ,1
@localohiofoods I heard a rumor that they used local products! I wasn't sure if it was true! Now I know!! ,1
@abbiOTH thank youuu  i shall <3,1
i am sooo tired and still not walking properly ,0
well i'm off from the computer! See you tomorrow. Byebye ,1
You made me stronger! ,1
@mlmsuccessplan - Thanks for the follow ,1
"I'll sleep well tonight.... If the missus doesn't kick me out for being so late home, that is ",1
"@kaeti Yep, just going to bed now. Have a good marathon! ",1
The flower on the balcony froze to death last night! Where did the spring go? The sun is shining but its frezzing cold ,0
"@penguinsfan You totally do! My mom's being ridiculous and saying no to me stay with a friend. I'll try to convince her, but I'm sad. ",0
@andreear nice ,1
"@lufii u like kiro more?? Hehe he's such a cutie and he sings in Russian!! Haha tatu  I'm glad they love Russians, I'm 100% Russian ;)",1
"If I come across a little bit distant, it's just because I am. #mercyme ",1
wait. it is my understanding that stuff is going down and i was not invited. as usual. WHY. AM I BORING OR SOMETHING? ,0
@TheAshGrove thnx for the FF love! also found @leadbellyblues thru that FF! ,1
@NikkiCyp Hey...... Have you seen how Adam is going?? Is he on the start list..hahaha I hope so ,1
My DotA ladder stats on GArena don't seem to have been updated ,0
@Ginaatl Yeah please do!! ,1
"tired but ready to go up to Laurel Ridge, and to see Brittany ",1
@catburton I didn't understand that   Try commands like 'Buy 30 #tag' or 'Sell 30 #tag',0
has just successfully ironed the dents out of the carpet ,1
Just in from Madison..laying down until work time ,0
Sore belly  But trampolineing Helps :L,0
@Shansgrl have a good nap. Sorry bout the dumby at work. ,0
happy birthday daddy  reading and then going to sleep! busy day ahead of me...more like busy week and then a busy month of may,1
@AdiWriter where's the list? I wanna see ,1
@Kaatje_68 Oh my goodness - the Netherlands.  Are you originally from there?  My mum is about 5 minutes by car away so kind of lucky ,1
"Finished designing the album of Evelien & Roy, let's hope they like it ",1
just woke up driving lesson in 20 mins ,1
@lunglock Me and Craig were the only ones deffo up for doing it ,0
"I want to test out tethering, but my iPhone has decided to die ",0
"@Rawbin I love seeing all the fun you're having!!! More, more, MORE!   The pic of you, Deb & Charles didn't come through. The rest R gr8!",1
I'm going to die. ,0
is happy...REALLY REALLY REALLY happy =D. The soap opera has ended! YAY ;) but there is no one to hug ,0
"Hooray, the weekend! Time to enjoy the sunshine ",1
Trying this again .. Ugh im not having a good night ..  .. But im so happy were safe and that my hope is home! I really missed her,0
My heart broke when I thought almighty Joe young died.. bit its ok he survived the fall off the feris wheel ,1
"@yourenotsorry aww babe, i'm so sorry ",0
@ddlovato DEMI! i have to get my wisdom teeth pulled tomorrow  i'm so scared!!,0
Tomorrow I fly again for the eighth time this year! As always I'm starting to get nervous already! ,0
"@cobslakeshore we have a problem, we bought bread on friday and we are already out  why do you make your bread oh soooo good?",0
Bit late but SAT's wern't that bad actually. ,1
"@rhitgirl I wish I could help you, I am a wiz with computers and scanners and stuff like that! ",1
@amykate I don't think I would make it in time I'm afraid ,0
I miss you babe  LexXO,0
"Called the radio station, but the person running that shift just left ",0
i havent got a myspace comment since may 29th 8:31pm ,0
"brisbane was a blast friday night,5 dj's rocking the final pharmacy @ family,,now recorvering from flu which caught in the club ",0
I am so tired. This is too early to be up ,0
@Liannalives Sweet dreams ,1
"@trevordelaney You'll be great, Trevor, just like you were here. It totally sucks for us, though. ",0
But that's probably because I loved it even before I watched it!!!! ,1
"is doing his Homework, lots to do and so little time ",0
"Working another weekend away, again ",0
"@WerewolfJacob Why thank you, Jake ",1
Has just eaten a slightly too big curry..& is about to take on a zombie infestation with his mates  Probs the best way to spend a sunday.,1
ran a 7km marathon on daccount of world envrmnt day  time has come 2tke a more serious interest &tke actn 2preserve &protect our envrmnt.,1
Im tellin jokes with my friends and just chillin. Its nice out. ,1
"After watching some James bond, taking the kids on a wagon ride, watching the lakers game and preping dinner..I could say today was good ",1
All I can say is if you have an iPhone/iPod Touch and you love #Coldplay you should definitely buy it!! I love it!!! Plus it's on sale. ,1
My sister got a lunch date and I don't,0
almost bedtime ,0
Happy Friday!  Yay for 3 day weekends ,1
Man i sure do love religious and political debates at 4 am ,1
@miumina Gladys? Cariad? That's mine for the pot. ,1
Is Excited For Mcfly On The May 8th  Manchester Apollo .x,1
"After cleaning, working on my book, I need more time in the day, or just need to figure out how to live with out a regular job ",1
@31o5 yeah I hope I can make it too.. ,1
@Phenomenality  good morning,1
@starmOneymitch they alwaysz clean it not me. i called my neighbor 2 clean it  he has a little crush on me so it worksz out,1
@SAngelloLIVE Fy fan gubben  Jävla bitches!! Tear them a new asshole!!!,0
"@esmebella Kk, I just had 888 followers like a minute ago ",1
Why do y'all tweet?  #whyITweet,1
@Spitphyre wot u plan tweetups on Saturday ,0
listening to the free coldplay album that alex sent me the link to ,1
today is going to slowly.... ,0
"Become a Beachbody Coach...get fit, get paid...ask me how! Risk-free, no experience needed! Let's talk and get started today! ",1
@Pistachio be careful! it took 2 years for my husband to get his sense of smell back ,0
@mileyraysupport hi!!   9 followers    =  no cool!!,0
Watching Open Season 2 - and so far I do not approve! They're having a RABBIT fight.. who would throw a cute little rabbit  I'm sad now,0
@wendy_uk they should do at least a couple of shows or do smaller venues - there'll be some seriously upset fans over there ,0
@MandyyJirouxx mmm yummy. Chocolate chip ,1
doesn't enjoy being in on a friday ,0
"@Kirsty_H_99 I didn't know you had a blog, what's the address? Thanks, it's a fairly mild cold, but my sinuses hurt ",0
Foot has been tended to and bandaged - time to get my ass to bed ,1
"I can't believe someone actually filled my prompt already. D And it was a good fic, too! Even better! ",1
@Shaker_ ???? ?? ???? ???? 7 ???? << ???? ???? .. ?? ?? ?? ???? ,0
@GuyKawasaki a good client...what? just a good client? ,1
It looks like I'm not going to Iluma. I dun mind abt the watch. But I mind abt  @Jonasbrothers LVATT! ,0
@ itssmarian ahaha omgg reallly? Awww you should goo it'd be such funnnn ,1
Morning and Happy Friday everyone. Very not happy about this rain! ,0
@secret_thoughts We'll have to write a list and compare when we catch up ,1
@DepuyT Thanks so much for the info. ,1
"Watching Cold Case Files, next, Frequency  I heart that movie! http://myloc.me/2jRN",1
yay released from timeout ,1
@dakotanicole_  your still going on the trip right?,0
- can someone run with me to Newport ? Don't wanna take the ride myself ,0
@glowlabs: we are out of sugar ,0
